Date,FR0010983924,LU0154236417,LU1883854199,LU1893597309,LU1919842267,LU1103207525,LU0072462186,LU1161527038,LU1160351208,LU1191877379,LU1279613365,LU1244893696,LU1882449801,FR0011288513,EURUSD
2023-12-13,169.0,53.21773,484.28,200.1,170.64,530.56,90.58,220.14,86.5,12.3,11.41,263.87,17.55,123.04,1.0874
2023-12-14,168.55,53.1304,471.29,201.06,168.16,532.39,90.85,222.4,88.1,12.36,11.63,263.77,17.45,123.92,1.0993
2023-12-15,170.02,53.41888,475.38,201.06,170.22,529.96,90.89,222.91,88.37,12.39,11.78,264.82,17.62,124.25,1.0895
2023-12-18,167.29,53.49561,479.1,200.15,170.3,528.31,91.21,222.6,88.4,12.38,11.72,264.88,17.62,124.17,1.0924
2023-12-19,167.72,53.63098,477.98,201.32,169.91,532.53,91.08,223.17,88.57,12.41,11.68,265.31,17.54,124.32,1.0981
2023-12-20,168.86,53.84194,473.1,201.28,167.71,532.2,91.36,223.81,88.72,12.43,11.7,263.65,17.61,124.69,1.0942
2023-12-21,168.75,53.52267,477.5,200.82,169.59,532.0,91.16,223.93,88.71,12.44,11.71,265.37,17.6,124.62,1.1011
2023-12-22,168.59,53.84895,477.64,201.07,169.19,531.83,91.56,224.02,88.8,12.45,11.63,265.68,17.57,124.71,1.1014
2023-12-25,168.59,53.84895,477.64,201.07,169.19,531.83,91.56,224.02,88.8,12.45,11.63,265.68,17.57,124.71,1.1008
2023-12-26,168.59,53.84895,477.64,201.07,169.19,531.83,91.56,224.02,88.8,12.45,11.63,265.68,17.57,124.71,1.1042
2023-12-27,168.85,53.66952,475.46,200.75,169.12,532.24,91.59,224.86,88.97,12.46,11.82,265.58,17.47,124.87,1.1105
2023-12-28,170.47,54.00036,476.06,201.25,169.43,531.93,91.77,224.52,88.92,12.46,11.97,266.29,17.47,124.87,1.1061
2023-12-29,171.85,54.06725,477.75,202.08,169.47,531.71,91.81,224.4,88.9,12.47,11.98,266.49,17.57,124.73,1.1039
2024-01-01,171.85,54.06725,477.75,202.08,169.47,531.71,91.81,224.4,88.9,12.47,11.98,266.49,17.57,124.73,1.1045
2024-01-02,171.85,54.0042,476.43,198.99,167.7,530.5,91.84,223.59,88.64,12.48,11.88,266.72,17.67,124.64,1.0942
2024-01-03,171.85,53.96534,474.65,196.15,166.08,528.01,90.98,223.01,88.01,12.44,11.72,264.72,17.62,124.41,1.0922
2024-01-04,168.71,53.57991,470.48,196.05,164.79,528.41,91.27,222.25,87.82,12.42,11.75,263.68,17.46,124.17,1.0945
2024-01-05,168.0,53.60862,468.61,195.6,164.79,527.98,91.61,221.72,87.73,12.39,11.71,263.45,17.43,123.94,1.0943
2024-01-08,168.0,53.71637,476.66,196.97,168.38,528.83,91.9,222.0,87.61,12.4,11.62,266.17,17.44,123.98,1.095
2024-01-09,171.37,54.09731,480.12,196.91,170.19,528.18,91.44,221.74,87.64,12.43,11.6,266.91,17.5,123.98,1.0931
2024-01-10,171.53,54.18072,482.16,197.56,170.48,527.97,91.39,221.85,88.1,12.48,11.54,266.52,17.48,124.15,1.0973
2024-01-11,173.48,54.49731,484.75,198.77,171.51,527.04,91.09,222.72,88.71,12.53,11.61,267.36,17.62,124.35,1.0972
2024-01-12,175.58,54.66667,484.94,198.09,171.23,528.2,91.35,223.6,89.39,12.54,11.63,268.31,17.65,124.54,1.0951
2024-01-15,176.19,54.51224,484.94,197.41,171.35,527.61,90.7,223.38,89.43,12.54,11.65,268.31,17.71,124.44,1.095
2024-01-16,173.82,54.69023,488.87,197.41,173.0,527.06,90.39,222.46,89.2,12.51,11.49,268.05,17.74,124.3,1.0875
2024-01-17,171.33,54.29281,487.84,195.19,172.23,524.39,89.15,221.18,88.77,12.48,11.22,268.06,17.7,123.99,1.0883
2024-01-18,172.28,54.59484,493.62,198.07,173.89,526.74,90.11,221.15,88.68,12.49,11.29,270.1,17.67,124.07,1.0876
2024-01-19,173.94,54.87603,499.24,198.37,176.51,526.77,89.99,221.16,88.66,12.51,11.41,271.94,17.62,124.13,1.0898
2024-01-22,176.51,55.58003,499.55,199.92,177.6,528.04,90.48,221.89,88.85,12.54,11.33,274.01,17.64,124.35,1.0883
2024-01-23,176.06,55.97304,502.64,199.24,178.75,527.98,90.46,221.36,88.62,12.55,11.39,275.81,17.69,124.32,1.0854
2024-01-24,175.89,55.98349,501.34,201.76,178.53,531.96,91.06,221.46,88.75,12.57,11.54,275.0,17.58,124.42,1.0885
2024-01-25,177.15,56.38494,507.84,203.01,179.58,533.03,91.11,222.17,88.17,12.57,11.65,277.52,17.73,124.64,1.0846
2024-01-26,173.23,56.47091,506.58,206.51,178.29,537.98,91.35,222.2,88.33,12.6,11.57,277.57,17.69,124.77,1.0853
2024-01-29,176.71,56.82575,513.95,207.74,182.02,537.64,91.55,223.04,88.11,12.62,11.64,280.96,17.8,124.96,1.0833
2024-01-30,176.48,57.06246,511.26,208.4,180.69,537.54,91.98,222.71,88.06,12.62,11.52,279.0,17.74,124.93,1.0845
2024-01-31,179.52,56.64516,499.92,209.83,177.17,537.81,92.08,223.83,88.14,12.62,11.42,275.46,17.76,125.13,1.0818
2024-02-01,179.26,56.29541,508.8,209.78,179.5,536.31,91.4,224.38,88.59,12.59,11.48,276.98,17.88,125.09,1.0872
2024-02-02,178.7,57.51113,516.11,210.42,182.82,534.69,91.07,222.94,88.3,12.6,11.6,278.58,17.84,124.95,1.0788
2024-02-05,179.81,57.78005,520.03,211.9,183.32,533.94,90.8,221.84,87.96,12.6,11.52,277.7,17.88,124.74,1.0743
2024-02-06,180.17,57.63185,518.5,211.26,182.76,534.06,91.4,222.09,88.26,12.59,11.69,278.59,17.91,124.76,1.0755
2024-02-07,180.14,57.75197,522.66,212.75,185.24,533.96,91.24,222.01,88.38,12.57,11.72,277.84,17.88,124.74,1.0772
2024-02-08,179.55,57.99684,524.6,213.6,187.28,534.44,91.25,221.43,88.29,12.58,11.64,278.16,17.87,124.7,1.0778
2024-02-09,178.52,58.08455,526.12,213.58,189.66,534.92,91.0,221.13,88.23,12.62,11.64,279.22,17.81,124.65,1.0784
2024-02-12,178.52,58.37507,524.49,214.6,188.66,536.09,91.38,221.54,88.26,12.6,11.64,281.82,17.85,124.75,1.0772
2024-02-13,181.82,57.90947,521.31,211.33,186.81,533.25,90.52,220.93,87.86,12.6,11.64,279.04,17.83,124.63,1.0709
2024-02-14,180.97,58.02814,527.73,213.12,189.84,534.44,91.2,221.47,87.91,12.59,11.64,280.87,17.86,124.77,1.0727
2024-02-15,181.08,58.29771,526.5,214.93,188.88,536.98,91.7,221.66,88.35,12.61,11.75,281.35,17.85,124.89,1.0772
2024-02-16,182.22,58.12767,522.42,215.5,187.66,537.87,92.26,221.11,88.26,12.61,11.83,280.85,17.83,124.82,1.0777
2024-02-19,182.73,58.09206,522.42,216.39,187.76,537.31,92.56,221.14,88.32,12.62,11.8,280.85,17.85,124.85,1.0779
2024-02-20,181.87,57.63041,515.51,215.04,184.43,537.71,92.3,221.59,88.17,12.63,11.87,277.35,17.75,124.96,1.0808
2024-02-21,180.83,57.5037,517.28,215.06,181.41,537.43,92.12,220.97,87.98,12.62,11.9,276.33,17.76,124.86,1.0819
2024-02-22,183.59,58.58595,528.44,218.87,187.42,541.02,92.95,221.06,88.73,12.63,12.0,279.11,17.85,124.96,1.0823
2024-02-23,183.59,58.89145,527.73,219.93,187.44,541.25,93.58,221.86,89.26,12.65,11.98,279.98,17.89,125.17,1.0821
2024-02-26,183.84,58.55233,524.8,219.47,187.54,539.94,93.02,221.25,89.44,12.66,11.91,277.84,17.86,125.06,1.0851
2024-02-27,184.99,58.27113,525.98,218.53,187.5,540.51,92.95,220.94,89.26,12.65,11.88,278.29,17.84,124.94,1.0844
2024-02-28,184.16,58.2303,525.61,217.95,186.57,538.71,93.01,220.95,89.51,12.65,11.83,277.18,17.89,124.83,1.0838
2024-02-29,186.21,58.76852,528.6,218.1,187.56,536.66,93.53,221.34,89.44,12.63,11.86,278.09,17.92,124.86,1.0805
2024-03-01,188.21,58.8485,533.08,218.87,188.81,538.97,93.15,221.56,89.7,12.63,11.87,280.0,17.97,124.91,1.0837
2024-03-04,187.31,59.10849,530.82,219.38,188.16,539.58,93.44,221.74,89.94,12.64,11.96,280.53,17.95,125.15,1.0856
2024-03-05,189.08,58.70166,523.15,218.46,184.25,539.43,93.76,222.61,90.04,12.65,11.84,278.59,17.95,125.14,1.0857
2024-03-06,190.04,58.58558,524.02,218.58,185.21,540.2,94.13,222.68,90.28,12.65,11.95,279.53,17.92,125.14,1.0899
2024-03-07,189.55,58.78212,527.48,223.85,187.22,542.5,94.93,223.29,90.72,12.67,12.0,282.06,17.93,125.3,1.0948
2024-03-08,190.95,59.15532,523.83,223.42,184.41,542.39,94.62,224.09,91.16,12.7,12.13,281.28,17.94,125.54,1.0939
2024-03-11,187.43,58.3341,523.8,221.26,183.45,542.21,94.0,223.79,91.0,12.71,12.13,281.74,17.96,125.5,1.0926
2024-03-12,186.38,58.93397,530.43,222.98,185.74,543.37,94.91,223.51,90.8,12.72,12.24,282.69,17.96,125.52,1.0927
2024-03-13,184.89,58.65657,529.23,223.43,184.4,544.84,95.34,223.37,90.83,12.77,12.23,283.04,17.93,125.57,1.0948
2024-03-14,186.05,58.92349,532.83,224.05,184.37,543.88,94.85,222.45,90.67,12.75,12.26,283.47,17.98,125.51,1.0883
2024-03-15,184.97,58.76516,526.44,223.84,182.05,542.94,95.44,222.09,90.67,12.74,12.08,281.19,17.96,125.45,1.0889
2024-03-18,188.5,59.21428,530.03,223.12,183.5,542.48,95.14,221.86,90.48,12.75,12.13,283.63,17.96,125.43,1.0872
2024-03-19,188.02,58.82732,534.78,222.33,184.17,543.35,95.09,222.14,90.53,12.74,12.02,284.84,18.03,125.48,1.0866
2024-03-20,188.02,59.07585,538.56,223.6,185.94,543.24,95.53,222.45,90.69,12.73,12.02,286.0,18.08,125.52,1.0922
2024-03-21,190.19,59.91895,539.87,225.6,187.47,545.36,96.22,222.97,91.43,12.69,12.25,288.02,18.19,125.68,1.086
2024-03-22,192.31,59.87414,541.48,224.85,188.1,545.42,96.38,223.64,91.75,12.66,12.15,288.59,18.32,125.83,1.0808
2024-03-25,190.29,59.73055,537.86,224.74,186.99,545.28,96.86,223.14,91.71,12.69,12.13,287.4,18.28,125.68,1.0837
2024-03-26,190.96,59.9206,537.59,224.26,187.12,546.23,96.75,223.27,91.7,12.69,12.14,288.66,18.3,125.73,1.0831
2024-03-27,192.54,59.9316,541.22,223.86,187.4,546.77,97.16,223.84,91.83,12.69,12.12,290.5,18.34,125.93,1.0828
2024-03-28,191.57,60.4761,542.58,224.11,187.79,546.68,97.8,223.76,91.94,12.72,12.15,291.29,18.38,125.98,1.0789
2024-03-29,191.57,60.4761,542.58,224.11,187.79,546.68,97.8,223.76,91.94,12.72,12.15,291.29,18.38,125.98,1.079
2024-04-01,191.57,60.4761,542.58,224.11,187.79,546.68,97.8,223.76,91.94,12.72,12.15,291.29,18.38,125.98,1.0743
2024-04-02,189.39,60.02043,540.74,221.69,186.98,544.38,96.51,222.5,91.71,12.72,12.25,290.11,18.39,125.79,1.077
2024-04-03,187.13,59.79134,538.61,221.13,186.22,545.2,96.66,222.53,91.88,12.69,12.12,288.95,18.3,125.83,1.0836
2024-04-04,189.01,60.22654,528.25,221.95,183.32,546.11,97.23,223.25,92.27,12.7,12.2,286.42,18.29,126.04,1.0837
2024-04-05,187.73,59.53304,538.47,220.61,186.11,543.91,96.07,222.56,92.09,12.69,12.15,287.04,18.36,125.94,1.0837
2024-04-08,188.31,59.68664,536.26,220.89,185.91,545.38,96.81,222.18,92.1,12.7,12.18,286.45,18.32,125.86,1.0859
2024-04-09,190.05,59.76969,535.97,219.46,186.09,544.8,96.38,222.97,92.4,12.7,12.26,287.21,18.36,126.04,1.0857
2024-04-10,189.11,59.78949,536.54,218.47,186.46,545.03,95.83,221.85,92.1,12.71,12.31,286.08,18.46,125.87,1.0743
2024-04-11,189.92,60.00187,542.68,219.55,189.1,543.56,95.87,221.06,91.66,12.69,12.26,288.02,18.45,125.67,1.0726
2024-04-12,193.39,60.3552,539.49,219.39,187.62,543.66,96.78,222.2,91.82,12.69,12.17,285.34,18.57,125.86,1.0643
2024-04-15,191.17,60.27642,532.72,221.52,184.46,543.67,97.03,221.05,91.01,12.67,12.03,281.87,18.46,125.56,1.0624
2024-04-16,185.55,59.12471,532.95,216.85,184.32,540.69,94.67,219.97,90.43,12.61,11.79,277.76,18.32,125.15,1.0619
2024-04-17,184.33,59.10798,529.48,217.49,182.01,541.34,95.25,220.29,90.73,12.59,11.84,277.09,18.39,125.3,1.0673
2024-04-18,185.2,58.41547,525.64,214.88,181.14,542.24,94.9,220.11,90.78,12.63,11.95,277.35,18.37,125.34,1.0643
2024-04-19,181.29,58.20349,519.82,214.65,177.5,541.29,94.82,220.01,90.86,12.63,11.75,274.92,18.35,125.32,1.0656
2024-04-22,182.61,58.10874,525.23,214.92,179.56,541.47,95.67,220.38,90.73,12.65,11.78,276.76,18.43,125.47,1.0655
2024-04-23,181.66,58.50467,529.62,216.71,182.04,543.66,96.58,220.44,90.88,12.68,11.85,277.4,18.38,125.58,1.0701
2024-04-24,184.79,58.85324,530.58,217.37,182.75,544.02,96.79,219.71,90.57,12.69,12.06,276.93,18.36,125.39,1.0699
2024-04-25,180.41,57.42242,526.48,212.21,181.47,542.54,95.81,219.11,90.26,12.67,11.99,273.65,18.27,125.18,1.073
2024-04-26,180.83,58.92473,535.46,217.21,185.4,543.79,97.27,219.58,90.44,12.66,12.1,277.31,18.35,125.38,1.0693
2024-04-29,180.83,58.85698,532.79,216.37,184.44,543.25,97.65,220.24,90.83,12.66,12.19,276.63,18.36,125.56,1.0721
2024-04-30,183.49,59.19094,526.32,216.13,181.66,541.77,97.61,219.61,90.34,12.67,12.18,274.14,18.36,125.4,1.0666
2024-05-01,183.49,59.19094,526.32,216.13,181.66,541.77,97.61,219.61,90.34,12.67,12.18,274.14,18.36,125.4,1.0712
2024-05-02,185.98,58.43986,529.16,214.08,182.44,541.38,97.29,220.13,90.52,12.7,12.23,275.08,18.38,125.57,1.0725
2024-05-03,185.98,59.3181,531.61,217.14,183.3,543.11,97.66,220.88,91.14,12.72,12.33,274.93,18.34,125.79,1.0761
2024-05-06,185.98,59.56933,537.38,216.86,185.13,543.86,97.9,221.23,91.18,12.71,12.37,277.64,18.37,125.9,1.0769
2024-05-07,185.9,59.98143,538.47,218.7,185.03,545.8,98.7,222.08,91.71,12.73,12.37,277.58,18.43,126.17,1.0755
2024-05-08,185.9,59.98511,539.24,220.16,184.75,545.8,99.4,222.08,91.71,12.74,12.34,277.58,18.46,126.17,1.0748
2024-05-09,185.9,59.98511,539.24,220.16,184.75,545.8,99.4,222.08,91.71,12.74,12.34,277.58,18.46,126.17,1.0782
2024-05-10,183.11,60.41203,540.68,220.93,185.52,547.43,100.71,221.39,91.51,12.75,12.39,276.18,18.44,126.09,1.0771
2024-05-13,183.16,60.17232,537.69,220.54,185.25,547.3,100.59,221.5,91.56,12.75,12.47,276.98,18.4,126.12,1.079
2024-05-14,181.68,59.98891,538.81,220.56,185.51,548.43,100.7,221.33,91.46,12.75,12.47,277.52,18.38,126.0,1.0819
2024-05-15,182.13,60.17292,544.16,222.18,188.34,550.33,101.59,222.58,92.07,12.76,12.53,279.16,18.42,126.37,1.0884
2024-05-16,183.07,60.67323,542.06,222.5,188.15,549.75,101.35,222.69,92.19,12.79,12.72,280.59,18.43,126.41,1.0867
2024-05-17,182.82,60.49315,542.95,220.76,187.93,549.44,101.07,222.2,91.89,12.79,12.76,280.71,18.4,126.25,1.0869
2024-05-20,182.82,60.49315,542.95,220.76,187.93,549.44,101.07,222.2,91.89,12.79,12.76,280.71,18.4,126.25,1.0857
2024-05-21,183.31,60.48461,547.11,220.93,189.38,549.46,101.1,222.34,91.84,12.84,12.61,280.27,18.45,126.31,1.0854
2024-05-22,181.64,60.75809,548.49,221.3,190.05,549.13,101.62,221.98,91.56,12.84,12.68,280.05,18.45,126.24,1.0823
2024-05-23,182.91,60.85228,543.84,222.48,189.67,548.52,101.47,221.41,91.23,12.82,12.68,279.19,18.39,126.09,1.0815
2024-05-24,181.84,60.41302,545.41,221.29,189.63,547.91,101.21,221.43,91.35,12.81,12.58,279.79,18.37,126.1,1.0847
2024-05-27,183.86,60.5709,545.41,222.78,189.55,548.9,101.82,221.76,91.38,12.83,12.61,279.79,18.36,126.22,1.0859
2024-05-28,183.51,60.42299,541.86,220.71,189.51,547.87,101.4,221.44,91.39,12.84,12.59,279.62,18.32,126.16,1.0857
2024-05-29,182.18,60.34578,541.5,219.26,189.09,543.86,100.45,220.39,90.96,12.83,12.41,278.27,18.38,125.92,1.0801
2024-05-30,181.24,60.12915,533.89,220.92,184.57,545.76,100.96,220.58,91.17,12.82,12.24,275.41,18.36,126.02,1.0832
2024-05-31,182.72,59.80455,535.96,220.2,183.24,545.66,100.93,220.78,91.24,12.83,12.14,275.49,18.35,126.04,1.0848
2024-06-03,184.48,60.08268,535.7,220.8,184.07,546.66,101.77,221.66,91.57,12.85,12.45,275.74,18.37,126.31,1.0904
2024-06-04,184.8,59.8989,536.82,221.25,184.01,545.12,101.19,222.08,91.64,12.86,12.24,274.96,18.36,126.44,1.0879
2024-06-05,181.36,60.40133,543.91,222.96,188.39,547.82,101.28,222.6,91.67,12.87,12.4,279.39,18.4,126.53,1.0869
2024-06-06,183.19,60.64143,544.42,226.13,188.57,548.63,101.88,222.37,91.67,12.88,12.52,281.04,18.38,126.49,1.089
2024-06-07,183.58,61.00879,547.71,226.22,189.72,546.89,101.63,221.28,91.33,12.88,12.54,281.06,18.43,126.31,1.0801
2024-06-10,186.81,60.91687,552.2,224.8,192.21,544.9,100.97,220.43,91.02,12.87,12.51,282.68,18.5,126.1,1.0765
2024-06-11,186.94,60.96675,555.02,224.65,193.31,541.94,100.18,220.45,91.13,12.86,12.44,282.19,18.55,126.08,1.0741
2024-06-12,185.03,61.43489,552.61,228.02,194.43,545.71,101.74,221.58,91.61,12.87,12.47,280.28,18.41,126.34,1.0809
2024-06-13,184.0,61.65813,554.88,225.95,195.19,541.58,100.34,221.96,91.69,12.89,12.6,280.32,18.6,126.44,1.0737
2024-06-14,185.97,61.56434,560.43,223.99,196.75,537.08,98.55,222.45,91.77,12.85,12.6,279.83,18.72,126.33,1.0703
2024-06-17,182.11,61.19347,563.86,223.3,196.9,537.47,98.45,221.78,91.36,12.8,12.62,278.64,18.63,126.1,1.0734
2024-06-18,182.7,61.63516,564.25,224.45,196.98,538.71,99.5,222.26,91.74,12.84,12.66,280.25,18.64,126.3,1.074
2024-06-19,183.72,61.54276,564.25,224.24,196.59,537.13,99.52,222.21,91.83,12.86,12.8,280.25,18.64,126.32,1.0744
2024-06-20,183.66,61.99682,564.53,225.96,196.37,539.72,100.16,222.08,91.71,12.87,12.79,282.91,18.66,126.31,1.0702
2024-06-21,182.69,61.84998,569.3,224.82,196.74,538.55,99.48,222.14,91.85,12.91,12.67,283.6,18.73,126.4,1.0693
2024-06-24,182.33,61.95936,564.37,225.87,194.47,537.45,100.23,222.17,91.88,12.88,12.61,282.55,18.65,126.38,1.0733
2024-06-25,184.89,61.86829,568.33,225.66,196.27,538.84,99.51,222.38,92.01,12.89,12.61,283.3,18.72,126.42,1.0714
2024-06-26,186.33,61.98277,569.74,225.22,197.52,537.52,99.36,221.79,91.96,12.89,12.68,284.13,18.75,126.34,1.0681
2024-06-27,185.55,62.1089,570.35,225.23,198.84,536.6,99.0,221.82,91.94,12.89,12.65,284.94,18.69,126.36,1.0704
2024-06-28,186.14,62.32736,567.12,224.13,198.6,536.19,98.73,221.37,91.58,12.89,12.67,285.29,18.64,126.3,1.0713
2024-07-01,185.0,61.81157,566.71,222.98,199.41,537.13,99.73,220.46,91.01,12.9,12.65,284.95,18.55,126.3,1.074
2024-07-02,187.46,61.72195,569.7,221.67,200.03,536.6,98.68,220.61,90.92,12.9,12.58,285.4,18.53,126.34,1.0745
2024-07-03,187.55,61.76362,567.67,224.22,200.27,540.23,99.5,221.54,91.42,12.91,12.71,286.11,18.52,126.57,1.0786
2024-07-04,189.22,61.82945,567.67,224.64,200.41,541.84,100.27,221.41,91.35,12.92,12.83,286.11,18.54,126.6,1.0812
2024-07-05,188.59,61.84186,571.66,225.0,201.78,541.41,100.25,222.35,91.68,12.95,12.84,286.31,18.56,126.79,1.084
2024-07-08,187.94,62.19535,571.32,225.49,201.29,540.51,100.66,222.73,92.01,12.97,12.9,287.25,18.59,126.9,1.0824
2024-07-09,189.88,62.38668,570.81,223.36,200.06,538.44,99.23,222.29,91.88,12.97,12.99,287.3,18.61,126.85,1.0813
2024-07-10,190.5,62.39956,574.1,223.55,201.19,540.32,99.67,222.77,92.26,12.95,12.95,289.09,18.64,126.92,1.083
2024-07-11,193.47,62.78642,567.29,225.54,198.96,542.12,100.6,223.81,92.84,12.97,13.11,289.52,18.64,127.19,1.0868
2024-07-12,190.93,62.28336,569.01,227.91,199.58,543.73,101.67,223.65,92.79,12.97,13.04,290.64,18.61,127.13,1.0907
2024-07-15,190.93,62.43352,569.7,226.21,199.28,542.35,101.04,223.91,92.71,12.98,13.01,290.81,18.59,127.18,1.0894
2024-07-16,191.21,62.52181,572.89,225.09,200.69,542.09,100.86,224.22,92.82,12.98,12.96,296.11,18.67,127.27,1.0899
2024-07-17,192.6,61.67429,558.93,221.11,194.51,540.86,101.04,224.18,92.71,13.0,12.83,293.22,18.58,127.28,1.0939
2024-07-18,188.39,61.49689,552.2,220.63,192.03,540.45,101.24,224.27,92.62,12.99,12.77,291.28,18.57,127.36,1.0897
2024-07-19,187.77,60.81764,551.66,216.95,191.23,538.71,100.3,223.7,92.33,12.98,12.52,290.2,18.57,127.27,1.0882
2024-07-22,185.64,60.95903,558.4,218.96,192.95,540.68,100.98,223.78,93.03,13.01,12.51,291.77,18.65,127.23,1.0891
2024-07-23,187.87,61.41159,559.88,219.86,194.33,540.4,100.88,224.35,93.28,13.0,12.53,292.83,18.74,127.42,1.0854
2024-07-24,188.55,60.68565,545.32,217.14,188.67,538.32,100.57,224.45,93.12,13.01,12.49,289.88,18.7,127.5,1.084
2024-07-25,181.34,59.69435,539.11,213.54,187.69,536.45,99.92,224.52,93.09,13.0,12.32,289.42,18.68,127.51,1.0846
2024-07-26,180.06,60.12885,545.39,215.16,188.16,537.49,101.21,224.82,93.27,13.01,12.27,290.78,18.73,127.57,1.0856
2024-07-29,184.87,60.78359,548.3,216.97,188.25,536.9,101.52,225.27,93.01,13.02,12.3,292.04,18.8,127.75,1.0821
2024-07-30,184.62,61.10597,546.6,217.94,186.08,537.92,102.4,225.55,93.0,13.03,12.21,291.95,18.83,127.88,1.0815
2024-07-31,192.43,61.40253,552.91,219.56,190.3,538.17,102.26,226.07,92.98,13.05,12.34,295.36,18.83,128.06,1.0826
2024-08-01,188.04,62.04339,548.43,221.1,186.84,535.52,102.15,227.23,93.15,13.06,12.39,290.87,18.92,128.29,1.0791
2024-08-02,176.35,58.60521,529.76,211.18,179.55,533.57,98.68,228.35,93.2,13.05,12.0,282.55,18.73,128.2,1.0911
2024-08-05,159.07,56.4781,511.89,205.37,173.52,530.96,94.87,227.59,92.46,12.98,11.53,273.34,18.54,127.62,1.0952
2024-08-06,172.74,57.32064,518.53,208.62,176.35,531.0,95.77,227.44,92.41,12.96,11.68,275.66,18.56,127.8,1.0931
2024-08-07,173.04,58.3959,515.92,212.01,175.73,532.64,97.51,227.3,92.56,13.01,11.93,276.06,18.58,127.89,1.0922
2024-08-08,172.24,57.74131,529.68,209.76,180.55,532.42,97.18,227.23,92.66,13.01,11.88,279.33,18.64,127.94,1.0919
2024-08-09,175.05,58.13719,532.15,211.69,181.38,534.12,97.79,227.77,93.08,13.03,12.06,283.13,18.69,128.1,1.0917
2024-08-12,175.05,58.30816,531.78,211.66,181.13,534.02,97.72,227.97,93.38,13.05,12.14,281.32,18.71,128.13,1.0931
2024-08-13,179.28,58.74954,538.14,213.01,184.93,534.8,98.36,228.52,93.46,13.05,12.22,284.74,18.72,128.28,1.0993
2024-08-14,179.64,58.92176,535.86,213.69,184.43,535.18,98.74,228.73,93.52,13.07,12.28,283.08,18.64,128.35,1.1012
2024-08-15,179.64,58.92176,535.86,213.69,184.43,535.18,98.74,228.73,93.52,13.07,12.28,283.08,18.64,128.35,1.0972
2024-08-16,186.4,60.28717,546.96,217.83,189.83,537.38,100.23,228.34,93.66,13.1,12.57,289.52,18.72,128.39,1.1027
2024-08-19,183.73,60.21311,548.14,219.25,190.95,538.31,101.01,228.49,93.76,13.11,12.64,291.07,18.64,128.44,1.1085
2024-08-20,186.14,60.46784,547.53,220.09,189.91,537.39,100.81,228.98,93.96,13.12,12.7,288.7,18.61,128.55,1.113
2024-08-21,185.12,60.30863,549.32,219.68,190.82,538.38,100.92,229.29,94.04,13.14,12.6,290.18,18.62,128.63,1.115
2024-08-22,184.83,60.71107,545.06,221.29,187.61,538.27,101.77,228.73,93.8,13.15,12.62,288.67,18.59,128.56,1.1112
2024-08-23,186.01,60.13066,544.9,219.94,189.05,539.67,101.97,229.04,93.9,13.16,12.57,290.4,18.53,128.67,1.1192
2024-08-26,185.38,60.49593,543.0,219.4,188.06,539.78,102.45,228.95,93.72,13.14,12.53,290.11,18.54,128.65,1.1161
2024-08-27,186.92,60.11105,544.61,218.49,188.07,539.85,102.78,228.7,93.72,13.15,12.44,290.26,18.56,128.62,1.1184
2024-08-28,188.63,60.44984,542.65,219.95,186.37,540.01,102.99,228.87,93.79,13.19,12.4,289.09,18.62,128.71,1.112
2024-08-29,188.92,60.68399,547.01,222.27,188.37,540.91,103.22,228.78,93.69,13.17,12.39,291.87,18.71,128.75,1.1077
2024-08-30,191.18,60.94118,552.28,223.44,189.71,541.35,103.94,228.69,93.66,13.18,12.46,293.71,18.71,128.75,1.1048
2024-09-02,189.65,61.10609,552.28,222.58,189.72,540.81,103.73,228.43,93.63,13.19,12.39,293.71,18.72,128.65,1.1072
2024-09-03,193.11,60.73014,542.63,221.68,184.86,538.51,103.05,228.85,93.74,13.22,12.31,290.21,18.75,128.78,1.1043
2024-09-04,186.91,59.45873,539.15,216.52,182.26,538.64,102.24,229.17,93.79,13.18,12.1,287.6,18.67,128.82,1.1082
2024-09-05,185.9,59.26493,538.38,214.05,182.27,539.44,102.09,229.39,94.03,13.21,12.13,288.05,18.72,128.9,1.1111
2024-09-06,184.95,58.95098,528.56,214.28,177.36,536.93,101.99,229.85,94.19,13.19,12.14,284.74,18.69,129.04,1.1084
2024-09-09,185.18,58.66594,537.5,214.24,180.14,537.83,101.7,229.87,94.14,13.21,12.02,288.09,18.82,129.06,1.1035
2024-09-10,186.42,58.85554,542.84,213.37,181.83,537.96,101.74,230.1,94.12,13.22,12.0,289.33,18.87,129.08,1.102
2024-09-11,185.55,58.7146,548.77,214.12,186.32,538.11,101.75,230.1,94.06,13.2,11.95,291.12,18.89,128.96,1.1012
2024-09-12,189.14,59.28843,551.69,215.79,187.32,540.12,102.24,229.52,92.62,13.21,12.19,292.75,18.85,128.96,1.1074
2024-09-13,189.68,60.11368,551.56,217.73,187.05,541.57,103.39,229.69,92.78,13.22,12.2,294.49,18.83,129.06,1.1075
2024-09-16,189.68,59.95148,549.74,217.36,186.51,541.69,103.5,230.12,93.08,13.24,12.24,294.68,18.84,129.18,1.1133
2024-09-17,186.93,60.16728,549.74,217.32,185.87,541.86,103.89,230.05,93.31,13.26,12.3,295.05,18.87,129.18,1.1114
2024-09-18,187.44,60.02337,547.44,215.41,185.17,541.43,103.64,229.61,93.22,13.26,12.29,295.09,18.86,129.11,1.1119
